,Name,train_loss,test_accuracy,trainer/global_step,_step,epoch,_wandb,val_loss,train_accuracy,_runtime,test_loss,_timestamp,val_accuracy,cpu,beta1,beta2,group,aa_seed,augment,dataset,dropout,patience,num_train,batch_norm,batch_size,max_epochs,save_model,log_results,weight_decay,hidden_layers,learning_rate,hidden_group_channels
51,icy-sweep-149,0.24074643850326535,0.8733999729156494,11700,11725,25,{'runtime': 551},0.37176838517189026,0.921875,552.7808127403259,0.3947123885154724,1715630858.188979,0.8839226365089417,False,0.9,0.999,translateW,38,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
52,winter-sweep-148,0.08495786041021347,0.963699996471405,12636,12663,27,{'runtime': 597},0.08455398678779602,0.9765625,598.3384017944336,0.11618487536907196,1715630288.1935308,0.9714125990867616,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
53,radiant-sweep-147,0.07969813793897629,0.9621000289916992,19656,19699,42,{'runtime': 757},0.09894014149904252,0.96875,759.1681945323944,0.12450643628835678,1715630642.2029195,0.967681646347046,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
54,dashing-sweep-146,0.20093663036823273,0.94760000705719,16380,16416,35,{'runtime': 624},0.15138129889965057,0.9453125,625.9227941036224,0.16600476205348969,1715629855.4541411,0.9499782919883728,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
55,jumping-sweep-145,0.3999272882938385,0.8651999831199646,4680,4691,10,{'runtime': 190},0.4128360450267792,0.8828125,191.83285403251648,0.4231663048267365,1715629214.73721,0.8729550838470459,False,0.9,0.999,translateW,37,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
56,serene-sweep-144,0.08477962017059326,0.9700999855995178,19656,19698,42,{'runtime': 924},0.06460180878639221,0.9765625,925.6866648197174,0.10404723137617113,1715629673.2722569,0.9771217107772828,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
57,eager-sweep-143,0.1856626719236374,0.958400011062622,12168,12194,26,{'runtime': 578},0.11170891672372818,0.9609375,580.0809059143066,0.12980282306671145,1715628728.471702,0.962890625,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
58,avid-sweep-142,0.09720354527235033,0.9470000267028807,14976,15009,32,{'runtime': 584},0.14923153817653656,0.9765625,585.6968541145325,0.16239246726036072,1715629006.2906082,0.9503706097602844,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
59,breezy-sweep-141,0.3839451670646667,0.8339999914169312,7488,7505,16,{'runtime': 290},0.49932798743247986,0.8671875,291.3091037273407,0.503487229347229,1715628404.3710296,0.8558109402656555,False,0.9,0.999,translateW,36,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
60,rare-sweep-140,0.145938441157341,0.9556999802589417,8424,8442,18,{'runtime': 401},0.10836004465818404,0.9609375,402.9580855369568,0.13154803216457367,1715628130.4983115,0.9638838768005372,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
61,dainty-sweep-139,0.1121467500925064,0.953499972820282,8892,8912,19,{'runtime': 351},0.13308697938919067,0.9609375,352.14569783210754,0.14893417060375214,1715628100.4625638,0.9572482705116272,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
62,flowing-sweep-138,0.1991732120513916,0.9391999840736388,9828,9850,21,{'runtime': 381},0.1834511160850525,0.9375,382.2586622238159,0.19025461375713348,1715627733.7261293,0.941481351852417,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
63,glad-sweep-137,0.25625234842300415,0.9164000153541564,14040,14070,30,{'runtime': 660},0.24970555305480957,0.8984375,661.9865415096283,0.2614852786064148,1715627708.5296435,0.91972154378891,False,0.9,0.999,translateW,35,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
64,bumbling-sweep-136,0.12141187489032744,0.9534000158309937,7956,7973,17,{'runtime': 380},0.10742629319429398,0.953125,381.56361413002014,0.13499824702739716,1715627031.4963312,0.9647769927978516,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
65,devout-sweep-135,0.08776702731847763,0.9574000239372252,15444,15478,33,{'runtime': 616},0.10293244570493698,0.96875,617.6857929229736,0.13212670385837555,1715627333.8897848,0.9662126302719116,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
66,fluent-sweep-134,0.2113228291273117,0.9372000098228456,11232,11256,24,{'runtime': 528},0.17371264100074768,0.9375,530.0161964893341,0.1863015294075012,1715626633.9511924,0.9429670572280884,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
67,generous-sweep-133,0.25090113282203674,0.916700005531311,13572,13602,29,{'runtime': 522},0.24406401813030243,0.9140625,523.3385493755341,0.25723379850387573,1715626699.6180215,0.92331063747406,False,0.9,0.999,translateW,34,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
68,floral-sweep-132,0.08840613067150116,0.9609000086784364,10764,10787,23,{'runtime': 512},0.08901690691709518,0.9609375,513.4718580245972,0.12024842202663422,1715626088.874936,0.9695679545402528,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
69,different-sweep-131,0.14975117146968842,0.9592999815940856,19188,19230,41,{'runtime': 750},0.09709607064723969,0.9375,751.1979176998138,0.12957720458507538,1715626160.2128518,0.9671975374221802,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
70,sandy-sweep-130,0.14343439042568207,0.9451000094413756,20592,20636,44,{'runtime': 967},0.14373862743377686,0.9375,968.4672904014589,0.17575114965438843,1715625560.3563783,0.9535006284713744,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
71,genial-sweep-129,0.20975755155086517,0.9093000292778016,14976,15009,32,{'runtime': 591},0.27158138155937195,0.9296875,592.8510138988495,0.28204959630966187,1715625392.4339688,0.9117254018783568,False,0.9,0.999,translateW,33,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
72,genial-sweep-128,0.08019042015075684,0.9598000049591064,9360,9381,20,{'runtime': 385},0.09433437138795853,0.9765625,386.738881111145,0.12343520671129228,1715624785.1243622,0.9690588116645812,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
73,worldly-sweep-127,0.1066964864730835,0.9557999968528748,16848,16884,36,{'runtime': 798},0.10293684899806976,0.9609375,799.7599167823792,0.13746389746665957,1715624576.8689957,0.965486466884613,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
74,blooming-sweep-126,0.16144105792045593,0.9348999857902528,12168,12195,26,{'runtime': 476},0.18393070995807648,0.9296875,477.22121834754944,0.20747210085392,1715624385.8043003,0.9419571161270142,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
75,playful-sweep-125,0.29762938618659973,0.8896999955177307,10296,10318,22,{'runtime': 481},0.3331664502620697,0.9140625,482.58898401260376,0.3479160964488983,1715623764.000117,0.8933543562889099,False,0.9,0.999,translateW,32,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
76,rich-sweep-124,0.06945669651031494,0.959999978542328,11700,11726,25,{'runtime': 478},0.09443650394678116,0.984375,479.8344650268554,0.12002481520175934,1715623894.918789,0.969542920589447,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
77,dandy-sweep-123,0.15038329362869263,0.9308000206947328,3744,3753,8,{'runtime': 149},0.2063450962305069,0.9375,150.78096103668213,0.2154106497764587,1715623396.3135622,0.9391610026359558,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
78,vibrant-sweep-122,0.13372741639614105,0.932200014591217,6552,6566,14,{'runtime': 312},0.2021365463733673,0.953125,313.4639630317688,0.21292799711227417,1715623265.474339,0.9352547526359558,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
79,driven-sweep-121,0.4536987841129303,0.8392000198364258,7956,7973,17,{'runtime': 380},0.4680662751197815,0.859375,381.88054370880127,0.4863056540489197,1715622931.8909788,0.8620292544364929,False,0.9,0.999,translateW,31,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
80,skilled-sweep-120,0.05162588506937027,0.96670001745224,18720,18761,40,{'runtime': 759},0.0650390014052391,0.9765625,760.2196900844574,0.10432474315166472,1715623231.9537702,0.9775807857513428,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
81,fast-sweep-119,0.09600038081407548,0.958299994468689,15912,15946,34,{'runtime': 755},0.10536504536867142,0.9765625,756.651852607727,0.13138121366500854,1715622533.9337966,0.9653362035751344,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
82,blooming-sweep-118,0.14764420688152313,0.9426000118255616,11700,11726,25,{'runtime': 465},0.1581885814666748,0.9453125,466.9852011203766,0.18165896832942963,1715622455.9088652,0.9482338428497314,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
83,elated-sweep-117,0.17959405481815338,0.8999000191688538,10764,10788,23,{'runtime': 406},0.2727802097797394,0.921875,407.5953152179718,0.30016446113586426,1715621972.5880532,0.9149889945983888,False,0.9,0.999,translateW,30,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
84,glowing-sweep-116,0.08025456964969635,0.9646999835968018,10296,10319,22,{'runtime': 404},0.093404620885849,0.96875,406.18182826042175,0.11139334738254549,1715621549.6333303,0.9682825803756714,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
85,stellar-sweep-115,0.08281613886356354,0.9610999822616576,21060,21105,45,{'runtime': 988},0.0879766196012497,0.9765625,989.4326939582824,0.1189897432923317,1715621761.3442469,0.9693092107772828,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
86,glad-sweep-114,0.16684673726558685,0.948099970817566,15912,15947,34,{'runtime': 627},0.1529985070228577,0.953125,629.3850042819977,0.173848494887352,1715621121.7296722,0.9498364329338074,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
87,solar-sweep-113,0.24790672957897184,0.9218000173568726,12636,12663,27,{'runtime': 597},0.23136596381664276,0.8984375,598.3076438903809,0.24146972596645355,1715620756.261453,0.9239783883094788,False,0.9,0.999,translateW,29,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
88,silver-sweep-112,0.09845536202192308,0.954800009727478,6084,6097,13,{'runtime': 293},0.13184891641139984,0.96875,294.36647295951843,0.14927253127098083,1715620137.140861,0.9573317170143129,False,0.9,0.999,translateW,28,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
89,iconic-sweep-111,0.1338886320590973,0.95770001411438,13572,13602,29,{'runtime': 538},0.1180710345506668,0.9609375,539.873298406601,0.13863025605678558,1715620476.9183483,0.961730420589447,False,0.9,0.999,translateW,28,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
90,fiery-sweep-110,0.1992844045162201,0.9333000183105468,12168,12195,26,{'runtime': 495},0.20346128940582275,0.9296875,496.5141525268554,0.21925108134746552,1715619912.3885105,0.9372579455375672,False,0.9,0.999,translateW,28,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
91,azure-sweep-109,0.3980469703674317,0.8948000073432922,14976,15008,32,{'runtime': 703},0.33012691140174866,0.8828125,704.5457859039307,0.3387875258922577,1715619827.1536448,0.9005993008613586,False,0.9,0.999,translateW,28,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
92,effortless-sweep-108,0.17512814700603485,0.9663000106811525,14508,14540,31,{'runtime': 573},0.07572631537914276,0.953125,574.4891831874847,0.10778216272592545,1715619398.4919162,0.9741920232772828,False,0.9,0.999,translateW,27,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
93,hearty-sweep-107,0.10711730271577836,0.9575999975204468,13572,13601,29,{'runtime': 644},0.10583280771970748,0.9765625,646.5213763713837,0.13150635361671448,1715619106.8864434,0.9652611017227172,False,0.9,0.999,translateW,27,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
94,hearty-sweep-106,0.2695116102695465,0.925000011920929,6084,6098,13,{'runtime': 235},0.2207546979188919,0.921875,253.622008562088,0.23801667988300323,1715618782.0908356,0.92962908744812,False,0.9,0.999,translateW,27,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
95,visionary-sweep-105,0.325778067111969,0.8784999847412109,10296,10318,22,{'runtime': 484},0.3775111436843872,0.9140625,485.49648118019104,0.39069122076034546,1715618442.8263872,0.8799078464508057,False,0.9,0.999,translateW,27,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
96,fresh-sweep-104,0.02122768573462963,0.9646000266075134,13572,13602,29,{'runtime': 530},0.07853442430496216,0.9921875,532.0593509674072,0.113937646150589,1715618511.309741,0.9728899598121644,False,0.9,0.999,translateW,26,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
97,unique-sweep-103,0.07261323183774948,0.9556999802589417,9360,9380,20,{'runtime': 446},0.12019354850053789,0.96875,448.1168429851532,0.13950230181217194,1715617940.165268,0.9598023295402528,False,0.9,0.999,translateW,26,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
98,silver-sweep-102,0.13122741878032684,0.9287999868392944,8424,8443,18,{'runtime': 337},0.20495709776878357,0.9609375,338.70179986953735,0.22048261761665344,1715617962.476491,0.9358556866645812,False,0.9,0.999,translateW,26,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
99,denim-sweep-101,0.28104516863822937,0.880299985408783,7956,7974,17,{'runtime': 312},0.35635998845100403,0.921875,313.84887886047363,0.3714919090270996,1715617607.2206178,0.8855335116386414,False,0.9,0.999,translateW,26,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
100,celestial-sweep-100,0.059199508279562,0.958199977874756,9828,9849,21,{'runtime': 468},0.10867922008037569,0.9765625,470.4258222579956,0.12830041348934174,1715617472.5362382,0.9657034873962402,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
101,dark-sweep-99,0.17388848960399628,0.9523000121116638,8892,8912,19,{'runtime': 350},0.13165128231048584,0.9375,351.74017786979675,0.14698483049869537,1715617279.735474,0.956405222415924,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
102,polished-sweep-98,0.09657380729913712,0.9451000094413756,13104,13132,28,{'runtime': 616},0.1477500945329666,0.9609375,618.3319711685181,0.16959761083126068,1715616971.468203,0.952073335647583,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
103,mild-sweep-97,0.42401817440986633,0.8950999975204468,14040,14071,30,{'runtime': 556},0.30672699213027954,0.859375,557.5761170387268,0.326937735080719,1715616914.16358,0.901458978652954,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
104,major-sweep-96,0.1329721957445145,0.9580000042915344,10296,10318,22,{'runtime': 491},0.1080201119184494,0.9609375,493.1445426940918,0.13348108530044556,1715616336.7406976,0.966170847415924,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
105,fiery-sweep-95,0.11763925105333328,0.9629999995231628,15444,15478,33,{'runtime': 587},0.09275702387094498,0.953125,588.4719593524933,0.11691144108772278,1715616341.0269113,0.9683493375778198,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
106,eternal-sweep-94,0.22759610414505005,0.9409000277519226,14508,14539,31,{'runtime': 680},0.176445335149765,0.9375,681.9291825294495,0.19149000942707065,1715615826.7409265,0.9444945454597472,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
107,vibrant-sweep-93,0.25634709000587463,0.8917999863624573,14040,14071,30,{'runtime': 564},0.31478723883628845,0.90625,565.1885335445404,0.3336362838745117,1715615739.7241075,0.8966513276100159,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
108,wise-sweep-92,0.05072310194373131,0.9553999900817872,11700,11725,25,{'runtime': 558},0.0885990709066391,0.984375,559.4756071567535,0.1329708695411682,1715615132.405765,0.9706530570983888,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
109,eternal-sweep-91,0.15068607032299042,0.9524999856948853,12636,12664,27,{'runtime': 481},0.117569200694561,0.9453125,482.2146956920624,0.14332181215286255,1715615159.4955728,0.9618306159973145,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
110,fast-sweep-90,0.25282588601112366,0.9293000102043152,12168,12194,26,{'runtime': 573},0.18710841238498688,0.921875,575.081906080246,0.2189863473176956,1715614559.289375,0.9416149258613586,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
111,glamorous-sweep-89,0.4086768329143524,0.8885999917984009,10296,10319,22,{'runtime': 399},0.32588064670562744,0.8671875,400.83988404273987,0.3454717695713043,1715614656.742986,0.8983540534973145,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
112,dandy-sweep-88,0.12907280027866364,0.9617000222206116,10764,10787,23,{'runtime': 514},0.08135571330785751,0.953125,516.0381968021393,0.11277828365564346,1715613966.4684837,0.9715795516967772,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
113,denim-sweep-87,0.12461921572685242,0.9531000256538392,14508,14540,31,{'runtime': 564},0.11414031684398653,0.9609375,565.783723115921,0.1395542174577713,1715614232.2982342,0.9628822803497314,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
114,likely-sweep-86,0.14400888979434967,0.9358999729156494,10764,10787,23,{'runtime': 509},0.1808261275291443,0.9375,511.5415813922882,0.20137135684490204,1715613435.3525414,0.9429086446762084,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
115,dashing-sweep-85,0.1712665855884552,0.9258999824523926,19188,19230,41,{'runtime': 755},0.2173856943845749,0.9453125,756.7787210941315,0.2395225167274475,1715613652.3718052,0.9301131963729858,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
