,Name,val_loss,_timestamp,val_accuracy,test_accuracy,train_accuracy,_step,epoch,_runtime,trainer/global_step,_wandb,test_loss,train_loss,cpu,beta1,beta2,group,aa_seed,augment,dataset,dropout,patience,num_train,batch_norm,batch_size,max_epochs,save_model,log_results,weight_decay,hidden_layers,learning_rate,hidden_group_channels
100,celestial-sweep-100,0.10867922008037569,1715617472.5362382,0.9657034873962402,0.958199977874756,0.9765625,9849,21,470.4258222579956,9828,{'runtime': 468},0.12830041348934174,0.059199508279562,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
101,dark-sweep-99,0.13165128231048584,1715617279.735474,0.956405222415924,0.9523000121116638,0.9375,8912,19,351.74017786979675,8892,{'runtime': 350},0.14698483049869537,0.17388848960399628,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
102,polished-sweep-98,0.1477500945329666,1715616971.468203,0.952073335647583,0.9451000094413756,0.9609375,13132,28,618.3319711685181,13104,{'runtime': 616},0.16959761083126068,0.09657380729913712,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
103,mild-sweep-97,0.30672699213027954,1715616914.16358,0.901458978652954,0.8950999975204468,0.859375,14071,30,557.5761170387268,14040,{'runtime': 556},0.326937735080719,0.42401817440986633,False,0.9,0.999,translateW,25,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
104,major-sweep-96,0.1080201119184494,1715616336.7406976,0.966170847415924,0.9580000042915344,0.9609375,10318,22,493.1445426940918,10296,{'runtime': 491},0.13348108530044556,0.1329721957445145,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
105,fiery-sweep-95,0.09275702387094498,1715616341.0269113,0.9683493375778198,0.9629999995231628,0.953125,15478,33,588.4719593524933,15444,{'runtime': 587},0.11691144108772278,0.11763925105333328,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
106,eternal-sweep-94,0.176445335149765,1715615826.7409265,0.9444945454597472,0.9409000277519226,0.9375,14539,31,681.9291825294495,14508,{'runtime': 680},0.19149000942707065,0.22759610414505005,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
107,vibrant-sweep-93,0.31478723883628845,1715615739.7241075,0.8966513276100159,0.8917999863624573,0.90625,14071,30,565.1885335445404,14040,{'runtime': 564},0.3336362838745117,0.25634709000587463,False,0.9,0.999,translateW,24,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
108,wise-sweep-92,0.0885990709066391,1715615132.405765,0.9706530570983888,0.9553999900817872,0.984375,11725,25,559.4756071567535,11700,{'runtime': 558},0.1329708695411682,0.05072310194373131,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
109,eternal-sweep-91,0.117569200694561,1715615159.4955728,0.9618306159973145,0.9524999856948853,0.9453125,12664,27,482.2146956920624,12636,{'runtime': 481},0.14332181215286255,0.15068607032299042,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
110,fast-sweep-90,0.18710841238498688,1715614559.289375,0.9416149258613586,0.9293000102043152,0.921875,12194,26,575.081906080246,12168,{'runtime': 573},0.2189863473176956,0.25282588601112366,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
111,glamorous-sweep-89,0.32588064670562744,1715614656.742986,0.8983540534973145,0.8885999917984009,0.8671875,10319,22,400.83988404273987,10296,{'runtime': 399},0.3454717695713043,0.4086768329143524,False,0.9,0.999,translateW,23,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
112,dandy-sweep-88,0.08135571330785751,1715613966.4684837,0.9715795516967772,0.9617000222206116,0.953125,10787,23,516.0381968021393,10764,{'runtime': 514},0.11277828365564346,0.12907280027866364,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
113,denim-sweep-87,0.11414031684398653,1715614232.2982342,0.9628822803497314,0.9531000256538392,0.9609375,14540,31,565.783723115921,14508,{'runtime': 564},0.1395542174577713,0.12461921572685242,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
114,likely-sweep-86,0.1808261275291443,1715613435.3525414,0.9429086446762084,0.9358999729156494,0.9375,10787,23,511.5415813922882,10764,{'runtime': 509},0.20137135684490204,0.14400888979434967,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
115,dashing-sweep-85,0.2173856943845749,1715613652.3718052,0.9301131963729858,0.9258999824523926,0.9453125,19230,41,756.7787210941315,19188,{'runtime': 755},0.2395225167274475,0.1712665855884552,False,0.9,0.999,translateW,22,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
116,glamorous-sweep-84,0.09033383429050446,1715612908.7853715,0.9704527258872986,0.9588000178337096,0.9765625,13132,28,625.1502964496613,13104,{'runtime': 623},0.12325794994831084,0.06654860079288483,False,0.9,0.999,translateW,21,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
117,copper-sweep-83,0.11461830884218216,1715612879.8130937,0.961546778678894,0.9560999870300292,0.953125,10788,23,415.45963859558105,10764,{'runtime': 414},0.13525499403476715,0.16660217940807345,False,0.9,0.999,translateW,21,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
118,super-sweep-82,0.18379199504852295,1715612269.423677,0.9408303499221802,0.932699978351593,0.9609375,9849,21,463.60583090782166,9828,{'runtime': 462},0.2028099000453949,0.07476931810379028,False,0.9,0.999,translateW,21,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
119,vague-sweep-81,0.2935725152492523,1715612446.029419,0.90645033121109,0.8991000056266785,0.90625,15947,34,628.4697618484497,15912,{'runtime': 627},0.30125197768211365,0.29611024260520935,False,0.9,0.999,translateW,21,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
120,youthful-sweep-80,0.10150089114904404,1715611793.15313,0.966187596321106,0.9599000215530396,0.9609375,9380,20,448.0226089954376,9360,{'runtime': 446},0.12657158076763153,0.10921431332826614,False,0.9,0.999,translateW,20,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
121,glowing-sweep-79,0.10763880610466003,1715611803.0582807,0.9641759991645812,0.9563000202178956,0.9453125,16416,35,626.099155664444,16380,{'runtime': 624},0.1432988941669464,0.1076463982462883,False,0.9,0.999,translateW,20,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
122,fluent-sweep-78,0.1618916541337967,1715611328.524092,0.9477163553237916,0.9419000148773192,0.953125,13601,29,646.0422840118408,13572,{'runtime': 644},0.17724694311618805,0.22919291257858276,False,0.9,0.999,translateW,20,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
123,daily-sweep-77,0.2636629343032837,1715610669.7234583,0.9146550893783568,0.9133999943733216,0.890625,10318,22,484.59899950027466,10296,{'runtime': 483},0.27361416816711426,0.31205159425735474,False,0.9,0.999,translateW,20,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
124,copper-sweep-76,0.06275977939367294,1715611162.386475,0.9780398607254028,0.9679999947547911,0.96875,18761,40,743.1536190509796,18720,{'runtime': 741},0.10069900751113892,0.07779669761657715,False,0.9,0.999,translateW,19,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
125,cosmic-sweep-75,0.1297881156206131,1715610404.975978,0.9582331776618958,0.9531000256538392,0.9453125,9381,20,377.3848042488098,9360,{'runtime': 376},0.14838950335979462,0.2214579731225967,False,0.9,0.999,translateW,19,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
126,dark-sweep-74,0.18735668063163757,1715610170.8939145,0.9400540590286256,0.9368000030517578,0.9296875,9849,21,467.3221764564514,9828,{'runtime': 466},0.19838778674602509,0.21168938279151917,False,0.9,0.999,translateW,19,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
127,magic-sweep-73,0.3776671886444092,1715610013.78331,0.8830879330635071,0.8816999793052673,0.875,7505,16,298.5858328342438,7488,{'runtime': 297},0.37490972876548767,0.3449952304363251,False,0.9,0.999,translateW,19,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
128,tough-sweep-72,0.127056822180748,1715609698.8815415,0.9598106741905212,0.9520999789237976,0.96875,6567,14,264.4679594039917,6552,{'runtime': 263},0.14497777819633484,0.08388908207416534,False,0.9,0.999,translateW,18,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
129,mild-sweep-71,0.10573932528495789,1715609691.18481,0.964768648147583,0.9575999975204468,0.984375,16415,35,777.6469888687134,16380,{'runtime': 776},0.13158202171325684,0.06842025369405746,False,0.9,0.999,translateW,18,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
130,royal-sweep-70,0.2034452110528946,1715609418.3992743,0.9345369338989258,0.9336000084877014,0.921875,6567,14,264.5404393672943,6552,{'runtime': 263},0.20905710756778717,0.17533636093139648,False,0.9,0.999,translateW,18,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
131,breezy-sweep-69,0.36149123311042786,1715609140.6696208,0.8914262652397156,0.8834999799728394,0.953125,7505,16,299.11961674690247,7488,{'runtime': 298},0.3703814446926117,0.21094486117362976,False,0.9,0.999,translateW,18,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
132,splendid-sweep-68,0.0796075239777565,1715608828.8746274,0.9722388982772828,0.9585000276565552,0.96875,13602,29,538.0641493797302,13572,{'runtime': 536},0.12313682585954666,0.11366501450538637,False,0.9,0.999,translateW,17,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
133,unique-sweep-67,0.09195058792829514,1715608899.7050896,0.96869158744812,0.9564999938011168,0.953125,19229,41,907.3888065814972,19188,{'runtime': 906},0.1391225308179855,0.16042272746562958,False,0.9,0.999,translateW,17,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
134,fast-sweep-66,0.1600235402584076,1715608275.329656,0.9475577473640442,0.941100001335144,0.9765625,13133,28,518.8606398105621,13104,{'runtime': 517},0.18414948880672455,0.1118125319480896,False,0.9,0.999,translateW,17,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
135,dutiful-sweep-65,0.3312647044658661,1715607744.6172276,0.9025774598121644,0.8873999714851379,0.875,10319,22,406.9619884490967,10296,{'runtime': 405},0.36382943391799927,0.3982263207435608,False,0.9,0.999,translateW,17,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
136,swept-sweep-64,0.04731018468737602,1715607979.6320038,0.9836488366127014,0.9656000137329102,0.9765625,24857,53,1168.8691818714142,24804,{'runtime': 1167},0.11193642765283585,0.049599915742874146,False,0.9,0.999,translateW,16,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
137,curious-sweep-63,0.12005408853292464,1715607321.3145075,0.96145498752594,0.9519000053405762,0.96875,11726,25,470.7599995136261,11700,{'runtime': 469},0.15039540827274325,0.07221189886331558,False,0.9,0.999,translateW,16,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
138,glad-sweep-62,0.2087652683258057,1715606797.4297,0.9359225034713744,0.9261999726295472,0.96875,7973,17,379.2916359901428,7956,{'runtime': 378},0.22984527051448825,0.14700306951999664,False,0.9,0.999,translateW,16,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
139,treasured-sweep-61,0.34761425852775574,1715606835.7537556,0.8905248641967773,0.8780999779701233,0.90625,9850,21,376.68974447250366,9828,{'runtime': 375},0.3841414451599121,0.2745574116706848,False,0.9,0.999,translateW,16,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
140,dutiful-sweep-60,0.08852075040340424,1715606403.870959,0.971036970615387,0.9635000228881836,0.9453125,12663,27,604.840842962265,12636,{'runtime': 603},0.12298453599214554,0.20743106305599213,False,0.9,0.999,translateW,15,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
141,honest-sweep-59,0.09267497062683104,1715606441.0859797,0.9686247706413268,0.9593999981880188,0.96875,19699,42,756.5936417579651,19656,{'runtime': 755},0.12790217995643616,0.06875426322221756,False,0.9,0.999,translateW,15,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
142,devout-sweep-58,0.28956297039985657,1715605669.1530046,0.9123013615608216,0.904699981212616,0.9296875,3284,7,127.66662359237672,3276,{'runtime': 126},0.2936049997806549,0.16270257532596588,False,0.9,0.999,translateW,15,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
143,dauntless-sweep-57,0.30402421951293945,1715605784.9254737,0.9078274965286256,0.8949000239372253,0.8984375,17353,37,816.875973701477,17316,{'runtime': 815},0.3236086070537567,0.3007020950317383,False,0.9,0.999,translateW,15,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
144,prime-sweep-56,0.09008656442165376,1715605525.719112,0.9704694151878356,0.958400011062622,0.953125,11726,25,456.58012199401855,11700,{'runtime': 455},0.1305798590183258,0.12520134449005127,False,0.9,0.999,translateW,14,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
145,royal-sweep-55,0.14728794991970062,1715605055.7184677,0.95209002494812,0.9416000247001648,0.9609375,6098,13,246.13196849823,6084,{'runtime': 245},0.17167745530605316,0.09625711292028429,False,0.9,0.999,translateW,14,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
146,devoted-sweep-54,0.15161126852035522,1715604949.9859817,0.9493188858032228,0.9427000284194946,0.9765625,13132,28,622.704559803009,13104,{'runtime': 621},0.1842428892850876,0.08131429553031921,False,0.9,0.999,translateW,14,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
147,glorious-sweep-53,0.3222094476222992,1715604311.2044852,0.9006744027137756,0.8910999894142151,0.8984375,13132,28,619.6494672298431,13104,{'runtime': 618},0.34239235520362854,0.24803242087364197,False,0.9,0.999,translateW,14,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
148,confused-sweep-52,0.06186212971806526,1715604791.884653,0.9790831804275512,0.9657999873161316,0.96875,21106,45,834.7637972831726,21060,{'runtime': 833},0.11621755361557008,0.07688795030117035,False,0.9,0.999,translateW,13,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
149,woven-sweep-51,0.12852390110492706,1715603941.8151493,0.9595519304275512,0.9519000053405762,0.96875,10788,23,421.2621042728424,10764,{'runtime': 420},0.15193824470043182,0.08234306424856186,False,0.9,0.999,translateW,13,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
150,worthy-sweep-50,0.14579786360263824,1715603675.182138,0.9529079794883728,0.9409999847412108,0.9765625,14070,30,656.7896330356598,14040,{'runtime': 655},0.16965262591838837,0.10746441781520844,False,0.9,0.999,translateW,13,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
151,woven-sweep-49,0.2665506601333618,1715603503.7557342,0.915681779384613,0.909500002861023,0.90625,13602,29,528.5082631111145,13572,{'runtime': 527},0.2816123068332672,0.25795865058898926,False,0.9,0.999,translateW,13,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
152,hardy-sweep-48,0.08338043838739395,1715603001.7857792,0.9714710116386414,0.9631999731063844,0.953125,12663,27,602.7759501934052,12636,{'runtime': 601},0.11407533288002014,0.14177006483078003,False,0.9,0.999,translateW,12,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
153,kind-sweep-47,0.1241052746772766,1715602959.1386366,0.9593600034713744,0.9532999992370604,0.9453125,9850,21,375.29592967033386,9828,{'runtime': 373},0.142949178814888,0.12137582153081894,False,0.9,0.999,translateW,12,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
154,confused-sweep-46,0.16620856523513794,1715602385.3494697,0.947190523147583,0.940500020980835,0.9453125,10318,22,489.5877215862274,10296,{'runtime': 488},0.18938033282756803,0.13571791350841522,False,0.9,0.999,translateW,12,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
155,pretty-sweep-45,0.26033398509025574,1715602566.2112856,0.9164830446243286,0.9128999710083008,0.9453125,13602,29,544.1741766929626,13572,{'runtime': 543},0.27088814973831177,0.18697227537631989,False,0.9,0.999,translateW,12,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
156,visionary-sweep-44,0.09451252967119216,1715601883.0389106,0.9682658910751344,0.96069997549057,0.984375,10318,22,490.72989153862,10296,{'runtime': 489},0.12221303582191469,0.10149792581796646,False,0.9,0.999,translateW,11,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
157,spring-sweep-43,0.10116735845804214,1715602008.2585475,0.9662209749221802,0.9591000080108644,0.9609375,16416,35,648.931806564331,16380,{'runtime': 647},0.125096395611763,0.12704911828041077,False,0.9,0.999,translateW,11,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
158,apricot-sweep-42,0.1847969591617584,1715601373.6097791,0.9412476420402528,0.939300000667572,0.9296875,7504,16,357.3084270954132,7488,{'runtime': 354},0.1962316781282425,0.1907319575548172,False,0.9,0.999,translateW,11,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
159,glamorous-sweep-41,0.3901732265949249,1715601344.0383985,0.8778879642486572,0.8729000091552734,0.9296875,10788,23,429.3861713409424,10764,{'runtime': 428},0.3933510482311249,0.23763225972652435,False,0.9,0.999,translateW,11,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
160,prime-sweep-40,0.1191082000732422,1715600897.6947494,0.9619808197021484,0.9521999955177308,0.9921875,7036,15,275.9007053375244,7020,{'runtime': 274},0.14466506242752075,0.08268697559833527,False,0.9,0.999,translateW,10,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
161,blooming-sweep-39,0.11116203665733336,1715601000.6007898,0.9631410241127014,0.951200008392334,0.9609375,14539,31,688.3865797519684,14508,{'runtime': 686},0.15560801327228546,0.18532094359397888,False,0.9,0.999,translateW,10,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,343
162,copper-sweep-38,0.21909727156162265,1715600296.2616718,0.9316155910491944,0.9212999939918518,0.9375,7035,15,333.63428378105164,7020,{'runtime': 332},0.24358171224594116,0.20129065215587616,False,0.9,0.999,translateW,10,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,147
163,morning-sweep-37,0.346302330493927,1715600605.4809418,0.8902076482772827,0.8841000199317932,0.9453125,9850,21,380.5695526599884,9828,{'runtime': 379},0.3753957152366638,0.23167771100997925,False,0.9,0.999,translateW,10,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,49
164,absurd-sweep-36,0.10197994858026505,1715599944.6624336,0.9664546847343444,0.9589999914169312,0.9609375,8911,19,426.79377269744873,8892,{'runtime': 425},0.12773838639259338,0.10611370205879211,False,0.9,0.999,translateW,9,translateH_and_or_W,downsampled_mnist,0,3,60000,True,128,-1,True,True,0,4,0.001,931
